date,time,price
2024-06-15, 00:00:00 ,65958 
2024-06-15, 01:00:00 ,66101 
2024-06-15, 02:00:00 ,66001 
2024-06-15, 03:00:00 ,66130 
2024-06-15, 04:00:00 ,66182 
2024-06-15, 05:00:00 ,66166 
2024-06-15, 06:00:00 ,66156 
2024-06-15, 07:00:00 ,66102 
2024-06-15, 08:00:00 ,66004 
2024-06-15, 09:00:00 ,66142 
2024-06-15, 10:00:00 ,66168 
2024-06-15, 11:00:00 ,66241 
2024-06-15, 12:00:00 ,66254 
2024-06-15, 13:00:00 ,66277 
2024-06-15, 14:00:00 ,66240 
2024-06-15, 15:00:00 ,66156 
2024-06-15, 16:00:00 ,66256 
2024-06-15, 17:00:00 ,66112 
2024-06-15, 18:00:00 ,66184 
2024-06-15, 19:00:00 ,66090 
2024-06-15, 20:00:00 ,66097 
2024-06-15, 21:00:00 ,65957 
2024-06-15, 22:00:00 ,66054 
2024-06-15, 23:00:00 ,66128 
2024-06-18, 14:00:00 ,64802 
2024-06-18, 15:00:00 ,64580 
2024-06-18, 16:00:00 ,64644 
2024-06-18, 17:00:00 ,64646 
2024-06-18, 18:00:00 ,64544 
2024-06-18, 19:00:00 ,64634 
2024-06-18, 20:00:00 ,64366 
2024-06-18, 21:00:00 ,64863 
2024-06-18, 22:00:00 ,65157 
2024-06-18, 23:00:00 ,65224 
2024-06-19, 00:00:00 ,65122 
2024-06-19, 01:00:00 ,65088 
2024-06-19, 02:00:00 ,64983 
2024-06-19, 03:00:00 ,65276 
2024-06-19, 04:00:00 ,65371 
2024-06-19, 05:00:00 ,65401 
2024-06-19, 06:00:00 ,65376 
2024-06-19, 07:00:00 ,65560 
2024-06-19, 08:00:00 ,65294 
2024-06-19, 09:00:00 ,65158 
2024-06-19, 10:00:00 ,65254 
2024-06-19, 11:00:00 ,65463 
2024-06-19, 12:00:00 ,65170 
2024-06-19, 13:00:00 ,65134 
2024-06-19, 14:00:00 ,65042 
2024-06-19, 15:00:00 ,64890 
2024-06-19, 16:00:00 ,64861 
2024-06-19, 17:00:00 ,64872 
2024-06-19, 18:00:00 ,65016 
2024-06-19, 19:00:00 ,64899 
2024-06-19, 20:00:00 ,64828 
2024-06-19, 21:00:00 ,64845 
2024-06-19, 22:00:00 ,64972 
2024-06-19, 23:00:00 ,64790 
2024-06-20, 00:00:00 ,64933 
