date,time,price
2024-06-23, 06:40:00 ,64350 
2024-06-23, 06:45:00 ,64350 
2024-06-23, 06:50:00 ,64334 
2024-06-23, 06:55:00 ,64328 
2024-06-23, 07:00:00 ,64328 
2024-06-23, 07:05:00 ,64326 
2024-06-23, 07:10:00 ,64341 
2024-06-23, 07:15:00 ,64341 
2024-06-23, 07:20:00 ,64370 
2024-06-23, 07:25:00 ,64370 
2024-06-23, 07:30:00 ,64377 
2024-06-23, 07:35:00 ,64354 
2024-06-23, 07:40:00 ,64340 
2024-06-23, 07:45:00 ,64340 
2024-06-23, 07:50:00 ,64340 
2024-06-23, 07:55:00 ,64350 
2024-06-23, 08:00:00 ,64366 
2024-06-23, 08:05:00 ,64348 
2024-06-23, 08:10:00 ,64348 
2024-06-23, 08:15:00 ,64348 
2024-06-23, 08:20:00 ,64335 
2024-06-23, 08:25:00 ,64335 
2024-06-23, 08:30:00 ,64335 
2024-06-23, 08:35:00 ,64335 
2024-06-23, 08:40:00 ,64335 
2024-06-23, 08:45:00 ,64335 
2024-06-23, 08:50:00 ,64327 
2024-06-23, 08:55:00 ,64327 
2024-06-23, 09:00:00 ,64335 
2024-06-23, 09:05:00 ,64362 
2024-06-23, 09:10:00 ,64362 
2024-06-23, 09:15:00 ,64362 
2024-06-23, 09:20:00 ,64372 
2024-06-23, 09:25:00 ,64372 
